Rk,Player,Tm,Pos,Shift,GP,TOI,CF% Rel,GF/60,GA/60,TOI,CF% Rel,GF/60,GA/60,TOI,CF% Rel,GF/60,GA/60,-9999
913,William Karlsson,VEG,C,0:44,14,12:48,1.5,1.7,2.0,0:59,-10.1,4.3,4.3,1:20,-6.8,3.2,9.6,karlswi01
914,William Nylander,TOR,C,0:44,65,16:31,6.1,4.0,4.5,2:48,1.6,9.5,2.0,0:05,-10.5,0.0,10.7,nylanwi01
915,William Stromgren,CGY,LW,0:42,3,7:17,-16.6,0.0,2.7,0:00,,,,0:00,,,,stromwi01
916,William Villeneuve,TOR,D,0:44,3,17:19,3.0,1.2,0.0,0:00,,,,0:00,,,,villewi01
917,Wilmer Skoog,FLA,F,0:41,3,14:06,-7.1,4.3,0.0,0:37,-6.7,0.0,0.0,0:18,-8.7,0.0,0.0,skoogwi01
918,Wyatt Johnston,DAL,C,0:53,82,16:06,-2.1,3.0,3.0,3:30,1.7,12.5,1.2,0:29,-3.7,0.0,13.1,johnswy01
919,Wyatt Kaiser,CHI,D,0:33,77,17:38,-1.2,2.4,3.1,0:04,13.4,0.0,0.0,1:53,1.5,0.4,5.8,kaisewy01
920,Xavier Bourgault,OTT,C,0:42,2,5:57,16.2,5.0,10.1,0:00,,,,0:00,,,,bourgxa01
921,Xavier Parent,NJD,F,0:43,5,8:33,-13.4,1.4,2.8,0:00,,0.0,0.0,0:00,-3.8,,,parenxa01
922,Yakov Trenin,MIN,C,0:52,82,11:50,-3.2,2.7,2.0,0:05,1.6,16.0,0.0,1:21,0.3,0.5,6.5,treniya01
923,Yan Kuznetsov,CGY,D,0:54,57,18:16,-1.5,2.0,2.8,0:03,13.5,0.0,0.0,1:45,6.1,3.0,4.8,kuzneya01
924,Yanni Gourde,TBL,C,0:38,82,14:08,-1.3,2.1,2.4,0:11,-9.3,0.0,0.0,2:02,4.3,0.0,6.1,gourdya01
925,Yegor Sharangovich,CGY,C,0:45,78,13:29,1.2,2.2,3.2,1:34,0.4,5.8,1.5,0:58,3.2,0.8,5.5,sharaye01
926,Zach Aston-Reese,CBJ,C,0:42,27,9:05,-4.4,1.5,1.7,0:02,10.8,0.0,0.0,0:36,-12.4,0.0,7.3,astonza01
927,Zach Benson,BUF,LW,0:55,65,13:13,4.6,4.0,2.2,1:43,0.2,6.9,0.5,0:56,10.4,2.0,5.9,bensoza01
928,Zach Bogosian,MIN,D,0:39,41,13:44,-2.6,2.8,1.9,0:02,9.4,0.0,0.0,0:45,-3.6,0.0,7.7,bogosza01
929,Zach Hyman,EDM,LW,1:23,58,16:19,3.5,4.3,3.4,3:36,-0.7,13.2,0.6,0:02,9.1,0.0,28.3,hymanza01
930,Zach Metsa,BUF,D,0:41,43,10:37,-3.0,3.2,1.2,0:02,13.2,0.0,0.0,0:18,-2.3,4.5,4.5,metsaza01
931,Zach Werenski,CBJ,D,0:56,75,22:21,4.9,3.4,3.1,3:02,-4.8,7.6,1.1,1:13,7.5,1.3,8.5,werenza01
932,Zach Whitecloud,TOT,D,0:43,78,17:59,-0.3,2.1,2.0,0:04,-9.8,0.0,0.0,2:14,-0.5,0.6,8.3,whiteza01
933,Zachary Bolduc,MTL,C,0:44,78,12:01,0.8,2.4,2.6,1:35,-3.2,6.3,1.4,0:00,,0.0,0.0,bolduza01
934,Zachary L'Heureux,NSH,LW,0:36,25,11:05,-0.3,1.7,1.1,0:26,-9.7,5.4,0.0,1:50,-9.7,0.0,5.2,lheurza01
935,Zack MacEwen,NJD,C,0:45,3,6:20,15.1,0.0,0.0,0:00,,,,0:00,,,,macewza01
936,Zack Ostapchuk,SJS,C,0:37,59,8:54,-4.8,1.6,2.7,0:02,-55.3,0.0,27.7,1:09,-1.0,0.0,9.7,ostapza01
937,Zakhar Bardakov,COL,C,0:28,60,7:04,-2.2,2.4,1.6,0:03,-5.2,0.0,0.0,0:04,-11.5,0.0,25.8,bardaza01
938,Zayne Parekh,CGY,D,0:44,37,14:45,3.2,1.9,2.9,2:21,-8.1,6.2,0.0,0:00,,0.0,0.0,parekza01
939,Zeev Buium,TOT,D,0:46,76,17:14,-0.9,1.6,2.8,2:17,-2.6,8.8,0.0,0:02,,0.0,0.0,buiumze01
940,Zemgus Girgensons,TBL,C,0:34,74,12:47,-4.9,2.0,1.9,0:02,12.7,0.0,0.0,1:55,-2.3,0.0,6.7,girgeze01


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Hockey-Reference.com</a>: <a href="https://www.hockey-reference.com/leagues/NHL_2026_skaters-time-on-ice.html?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats_toi">View Original Table</a><br>Generated 4/28/2026.
