Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards,upload
318,Olli Jokinen,21,NYI,C,82,11,10,21,0,80,8,1,2,3,9,1,0,138,8.0,1331:58,16:15,,jokinol01
319,Ladislav Kohn,24,MDA,RW,77,5,16,21,-17,27,4,1,0,1,15,1,0,123,4.1,932:05,12:06,,kohnla01
320,Saku Koivu,25,MTL,C,24,3,18,21,7,14,2,1,0,0,11,6,1,53,5.7,461:06,19:13,,koivusa01
321,Michal Rozsíval,21,PIT,D,75,4,17,21,11,48,3,1,0,1,17,0,0,73,5.5,1425:55,19:01,,rozsimi01
322,Turner Stevenson,27,MTL,RW,64,8,13,21,-1,61,8,0,0,2,12,1,0,94,8.5,842:50,13:10,,stevetu01
323,Cory Stillman,26,CGY,C,37,12,9,21,-9,12,6,6,0,3,6,3,0,59,20.3,656:41,17:45,,stillco01
324,Rob Zamuner,30,OTT,LW,57,9,12,21,-6,32,8,0,1,0,11,1,0,103,8.7,851:04,14:56,,zamunro01
325,Sergei Brylin,26,NJD,C,64,9,11,20,0,20,8,1,0,1,10,1,0,84,10.7,856:32,13:23,,brylise01
326,Trent Klatt,29,VAN,RW,47,10,10,20,-8,26,2,8,0,0,8,2,0,100,10.0,743:35,15:49,,klatttr01
327,Ken Klee,28,WSH,D,80,7,13,20,8,79,7,0,0,2,10,2,1,113,6.2,1638:15,20:29,,kleeke01
328,Bill Lindsay,28,CGY,LW,80,8,12,20,-7,86,8,0,0,2,9,1,2,147,5.4,1033:45,12:55,,lindsbi01
329,Jeff Norton,34,SJS,D,62,0,20,20,-2,49,0,0,0,0,17,2,1,45,0.0,1211:33,19:32,,nortoje01
330,Mattias Öhlund,23,VAN,D,42,4,16,20,6,24,1,2,1,1,7,9,0,63,6.3,1129:31,26:54,,ohlunma01
331,Andre Savage,24,BOS,C,43,7,13,20,-8,10,5,2,0,1,10,3,0,70,10.0,630:30,14:40,,savagan01
332,Ray Sheppard,33,FLA,RW,47,10,10,20,-4,4,5,5,0,2,8,2,0,74,13.5,640:29,13:38,,sheppra01
333,Tim Taylor,30,NYR,C,76,9,11,20,-4,72,9,0,0,2,8,1,2,79,11.4,1074:55,14:09,,tayloti01
334,Dixon Ward,31,BUF,LW,71,11,9,20,1,41,8,1,2,2,8,1,0,101,10.9,991:45,13:58,,warddi01
335,Mike Wilson,24,FLA,D,60,4,16,20,10,35,4,0,0,2,10,6,0,65,6.2,1087:00,18:07,,wilsomi02
336,Karl Dykhuis,27,2TM,D,72,7,13,20,-5,46,3,3,1,0,9,4,0,69,10.1,1406:13,19:32,,dykhuka01
336,Karl Dykhuis,27,PHI,D,5,0,1,1,-2,6,0,0,0,0,1,0,0,5,0.0,74:28,14:54,,dykhuka01
336,Karl Dykhuis,27,MTL,D,67,7,12,19,-3,40,3,3,1,0,8,4,0,64,10.9,1331:45,19:53,,dykhuka01
337,Kelly Buchberger,33,2TM,LW,81,7,13,20,-36,152,7,0,0,0,12,1,0,76,9.2,1303:06,16:05,,buchbke01
337,Kelly Buchberger,33,ATL,LW,68,5,12,17,-34,139,5,0,0,0,11,1,0,56,8.9,1111:48,16:21,,buchbke01
337,Kelly Buchberger,33,LAK,LW,13,2,1,3,-2,13,2,0,0,0,1,0,0,20,10.0,191:18,14:43,,buchbke01
338,Mike Knuble,27,2TM,RW,73,12,8,20,-7,26,10,2,0,2,7,1,0,78,15.4,900:39,12:20,,knublmi01
338,Mike Knuble,27,NYR,RW,59,9,5,14,-5,18,8,1,0,1,5,0,0,50,18.0,627:57,10:39,,knublmi01
338,Mike Knuble,27,BOS,RW,14,3,3,6,-2,8,2,1,0,1,2,1,0,28,10.7,272:42,19:29,,knublmi01
339,Janne Laukkanen,29,2TM,D,71,2,18,20,17,67,1,1,0,0,14,3,1,81,2.5,1372:36,19:20,,laukkja01
339,Janne Laukkanen,29,OTT,D,60,1,11,12,14,55,1,0,0,0,10,0,1,62,1.6,1186:34,19:47,,laukkja01
339,Janne Laukkanen,29,PIT,D,11,1,7,8,3,12,0,1,0,0,4,3,0,19,5.3,186:02,16:55,,laukkja01
340,Petr Buzek,22,ATL,D,63,5,14,19,-22,41,2,3,0,0,10,4,0,90,5.6,1159:27,18:24,ASG,buzekpe01
341,Steve Kariya,22,VAN,LW,45,8,11,19,9,22,8,0,0,0,9,2,0,41,19.5,562:32,12:30,,kariyst01
342,Mike Leclerc,23,MDA,LW,69,8,11,19,-15,70,8,0,0,2,10,1,0,105,7.6,837:05,12:08,,leclemi01
343,Kyle McLaren,22,BOS,D,71,8,11,19,-4,67,6,2,0,3,10,1,0,142,5.6,1654:00,23:18,,mclarky01
344,Glen Metropolit,25,WSH,C,30,6,13,19,5,4,5,1,0,1,10,3,0,57,10.5,398:24,13:17,,metrogl01
345,Chris Phillips,21,OTT,D,65,5,14,19,12,39,5,0,0,1,11,2,1,96,5.2,1093:38,16:50,,phillch02
346,Shjon Podein,31,COL,LW,75,11,8,19,12,29,10,0,1,3,8,0,0,104,10.6,1014:14,13:31,,podeish01
347,Gino Odjick,29,2TM,LW,59,8,11,19,-5,100,8,0,0,4,10,1,0,115,7.0,677:38,11:29,,odjicgi01
347,Gino Odjick,29,NYI,LW,46,5,10,15,-7,90,5,0,0,3,9,1,0,91,5.5,560:02,12:10,,odjicgi01
347,Gino Odjick,29,PHI,LW,13,3,1,4,2,10,3,0,0,1,1,0,0,24,12.5,117:36,9:03,,odjicgi01
348,Bill Muckalt,25,2TM,RW,45,8,11,19,11,21,7,1,0,1,10,1,0,79,10.1,629:01,13:59,,muckabi01
348,Bill Muckalt,25,VAN,RW,33,4,8,12,6,17,3,1,0,1,7,1,0,53,7.5,480:31,14:34,,muckabi01
348,Bill Muckalt,25,NYI,RW,12,4,3,7,5,4,4,0,0,0,3,0,0,26,15.4,148:30,12:23,,muckabi01
349,Antti Aalto,24,MDA,C,63,7,11,18,-13,26,6,1,0,1,11,0,0,102,6.9,830:21,13:11,,aaltoan01
350,Doug Brown,35,DET,RW,51,10,8,18,8,12,9,0,1,0,7,0,1,67,14.9,657:11,12:53,,browndo01
351,Mathieu Dandenault,23,DET,D,81,6,12,18,-12,20,6,0,0,0,11,0,1,98,6.1,985:44,12:10,,dandema01
352,J.P. Dumont,21,CHI,LW,47,10,8,18,-6,18,10,0,0,1,8,0,0,86,11.6,606:00,12:54,,dumonjp01
353,Mikko Eloranta,27,BOS,LW,50,6,12,18,-10,36,5,1,0,0,12,0,0,59,10.2,614:38,12:18,,elorami01
354,Adam Foote,28,COL,D,59,5,13,18,5,98,4,1,0,2,10,3,0,63,7.9,1525:38,25:51,,footead01
355,Igor Kravchuk,33,OTT,D,64,6,12,18,-5,20,1,5,0,1,4,7,1,126,4.8,1324:10,20:41,,kravcig01
356,Paul Mara,20,TBL,D,54,7,11,18,-27,73,3,4,0,1,7,4,0,78,9.0,1179:47,21:51,,marapa01
357,Dan McGillis,27,PHI,D,68,4,14,18,16,55,1,3,0,1,8,5,1,128,3.1,1364:59,20:04,,mcgilda01
358,Jeff Nielsen,28,MDA,RW,79,8,10,18,4,14,7,1,0,0,10,0,0,113,7.1,946:17,11:59,,nielsje01
359,Dave Reid,35,COL,LW,65,11,7,18,12,28,11,0,0,3,7,0,0,86,12.8,971:26,14:57,,reidda02
360,Martin St. Louis,24,CGY,C,56,3,15,18,-5,22,3,0,0,1,14,0,1,73,4.1,822:31,14:41,,stlouma01
361,Ryan Johnson,23,2TM,C,80,4,14,18,-8,16,4,0,0,0,13,1,0,49,8.2,932:13,11:39,,johnsry01
361,Ryan Johnson,23,FLA,C,66,4,12,16,1,14,4,0,0,0,11,1,0,44,9.1,777:39,11:47,,johnsry01
361,Ryan Johnson,23,TBL,C,14,0,2,2,-9,2,0,0,0,0,2,0,0,5,0.0,154:34,11:02,,johnsry01
362,Todd Harvey,24,2TM,RW,71,11,7,18,-11,140,9,2,0,0,7,0,0,90,12.2,899:35,12:40,,harveto01
362,Todd Harvey,24,NYR,RW,31,3,3,6,-9,62,3,0,0,0,3,0,0,31,9.7,382:50,12:21,,harveto01
362,Todd Harvey,24,SJS,RW,40,8,4,12,-2,78,6,2,0,0,4,0,0,59,13.6,516:45,12:55,,harveto01
363,James Black,30,WSH,LW,49,8,9,17,-1,6,7,1,0,1,6,1,2,71,11.3,590:37,12:03,,blackja01
364,Craig Darby,27,MTL,C,76,7,10,17,-14,14,6,0,1,2,10,0,0,90,7.8,1044:54,13:45,,darbycr01
365,Jamie Heward,28,NYI,D,54,6,11,17,-9,26,4,2,0,1,6,5,0,92,6.5,1077:59,19:58,,hewarja01
366,Alexander Karpovtsev,29,TOR,D,69,3,14,17,9,54,0,3,0,0,5,9,0,51,5.9,1396:05,20:14,,karpoal01
